                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 0.5399,                0.38253,                0.89736,                0.85471,                0.85394,                0.90114,                0.64722,                 1.0475,                0.68286,                0.93598,              0.0004952,              0.0004952,              0.0004952
                    154,                0.52438,                0.37207,                0.89249,                0.88397,                0.86019,                0.90821,                0.64853,                  1.032,                0.69594,                 0.9284,              0.0004853,              0.0004853,              0.0004853
                    155,                 0.5342,                0.36461,                  0.895,                 0.8994,                0.86529,                0.91894,                0.65724,                0.99888,                0.65317,                0.91423,              0.0004754,              0.0004754,              0.0004754
                    156,                0.53388,                0.36494,                0.89176,                0.87833,                0.81513,                0.89255,                0.64299,                 1.0323,                0.66517,                0.93739,              0.0004655,              0.0004655,              0.0004655
                    157,                 0.5336,                0.36105,                0.88672,                0.86419,                0.83871,                0.89258,                 0.6293,                 1.0297,                0.68598,                0.94524,              0.0004556,              0.0004556,              0.0004556
                    158,                 0.5495,                0.36888,                0.90235,                0.88247,                0.82258,                0.89413,                0.64772,                  1.078,                0.65605,                0.97712,              0.0004457,              0.0004457,              0.0004457
                    159,                0.51343,                0.36029,                0.89422,                0.85034,                0.85484,                0.90353,                 0.6467,                 1.0694,                0.72399,                0.97364,              0.0004358,              0.0004358,              0.0004358
                    160,                0.52026,                0.35866,                0.89043,                0.87486,                0.85484,                0.90984,                0.64548,                 1.0235,                0.70749,                0.94435,              0.0004259,              0.0004259,              0.0004259
                    161,                0.53429,                0.36252,                 0.9057,                0.86644,                0.85484,                0.91471,                0.64567,                 1.0283,                0.73884,                0.93022,               0.000416,               0.000416,               0.000416
                    162,                0.50827,                0.36039,                0.87601,                0.88222,                0.84576,                0.91793,                0.66218,                0.99689,                0.72221,                0.92108,              0.0004061,              0.0004061,              0.0004061
                    163,                0.53514,                0.36396,                0.88263,                0.91509,                0.80645,                 0.9176,                0.64861,                0.99139,                0.72233,                  0.924,              0.0003962,              0.0003962,              0.0003962
                    164,                0.51971,                0.35816,                0.89001,                0.91002,                0.87097,                0.92867,                0.66089,                 1.0325,                0.75312,                0.94794,              0.0003863,              0.0003863,              0.0003863
                    165,                0.50694,                0.34809,                0.87512,                0.91907,                0.87097,                0.92907,                0.65133,                  1.015,                0.73729,                0.96126,              0.0003764,              0.0003764,              0.0003764
                    166,                0.48423,                0.34253,                0.87587,                0.91614,                0.88105,                0.92666,                0.64862,                 1.0343,                0.73095,                0.96716,              0.0003665,              0.0003665,              0.0003665
                    167,                0.50909,                0.34634,                0.88817,                0.89767,                0.87097,                0.92572,                 0.6475,                 1.0345,                0.70578,                0.95321,              0.0003566,              0.0003566,              0.0003566
                    168,                0.51529,                0.34989,                0.88975,                0.91302,                0.84656,                0.92962,                0.65478,                 1.0507,                0.68015,                0.94404,              0.0003467,              0.0003467,              0.0003467
                    169,                0.49764,                0.34956,                0.88116,                0.91331,                0.82258,                0.91336,                0.65143,                 1.0884,                0.70162,                0.97433,              0.0003368,              0.0003368,              0.0003368
                    170,                0.50447,                0.35294,                0.89161,                0.90761,                0.83871,                0.91255,                0.64195,                 1.0605,                0.71282,                0.95869,              0.0003269,              0.0003269,              0.0003269
                    171,                0.51256,                  0.351,                0.90279,                0.92948,                0.85035,                0.93441,                0.65619,                 1.0277,                0.66035,                0.95585,               0.000317,               0.000317,               0.000317
                    172,                 0.4742,                0.32584,                 0.8843,                0.92897,                0.84379,                0.93274,                0.64853,                 1.0047,                0.66863,                0.93345,              0.0003071,              0.0003071,              0.0003071
                    173,                0.47875,                0.32672,                0.87284,                0.92939,                0.84922,                0.92292,                0.64659,                   1.06,                0.69457,                 0.9552,              0.0002972,              0.0002972,              0.0002972
                    174,                0.52035,                0.34468,                0.87932,                0.90651,                0.82258,                 0.9072,                0.64706,                 1.0361,                 0.7092,                0.96942,              0.0002873,              0.0002873,              0.0002873
                    175,                0.49407,                0.34576,                0.88264,                0.92661,                0.85484,                0.93233,                0.64936,                 1.0275,                0.71556,                0.97581,              0.0002774,              0.0002774,              0.0002774
                    176,                0.48505,                 0.3311,                0.87697,                0.90306,                0.83871,                0.91137,                0.63382,                 1.0522,                 0.7028,                0.96362,              0.0002675,              0.0002675,              0.0002675
                    177,                 0.4721,                0.32511,                0.88543,                0.89772,                0.84946,                 0.9116,                0.63857,                 1.0354,                0.69691,                0.94827,              0.0002576,              0.0002576,              0.0002576
                    178,                0.49358,                0.33744,                0.88043,                0.89572,                0.85484,                0.90665,                0.63304,                 1.0269,                0.68221,                0.93353,              0.0002477,              0.0002477,              0.0002477
                    179,                0.46607,                 0.3223,                 0.8876,                0.89826,                0.85484,                 0.9159,                0.64657,                 1.0065,                0.67555,                0.92175,              0.0002378,              0.0002378,              0.0002378
                    180,                0.46148,                0.32899,                0.86672,                0.90543,                0.85484,                0.91996,                0.65343,                 1.0127,                0.70954,                0.93146,              0.0002279,              0.0002279,              0.0002279
                    181,                0.48106,                 0.3307,                 0.8793,                0.92839,                0.83644,                0.92003,                0.65503,                 1.0294,                0.72088,                0.94597,               0.000218,               0.000218,               0.000218
                    182,                0.47863,                0.33301,                  0.889,                0.92826,                0.83484,                0.92077,                0.64627,                 1.0543,                0.68762,                0.95741,              0.0002081,              0.0002081,              0.0002081
                    183,                0.47519,                0.32867,                0.88553,                0.92555,                0.82258,                 0.9201,                0.64876,                 1.0542,                0.67944,                  0.956,              0.0001982,              0.0001982,              0.0001982
                    184,                0.47887,                0.31747,                0.87823,                0.91217,                0.82258,                0.92065,                0.66119,                 1.0307,                0.67796,                 0.9569,              0.0001883,              0.0001883,              0.0001883
                    185,                0.45766,                0.31923,                0.86971,                0.91586,                0.82258,                0.92239,                0.65808,                 1.0638,                0.69642,                0.97539,              0.0001784,              0.0001784,              0.0001784
                    186,                0.49267,                 0.3351,                0.86596,                0.92046,                0.82258,                0.92227,                0.66121,                 1.0786,                0.70947,                0.97841,              0.0001685,              0.0001685,              0.0001685
                    187,                0.49742,                 0.3415,                0.86929,                0.91085,                0.82402,                0.92166,                0.65518,                 1.0639,                0.71711,                 0.9698,              0.0001586,              0.0001586,              0.0001586
                    188,                0.48145,                 0.3284,                0.87992,                0.92098,                0.83871,                0.92195,                0.65704,                 1.0523,                0.72371,                0.97492,              0.0001487,              0.0001487,              0.0001487
                    189,                0.45398,                0.31309,                0.85826,                0.90501,                0.85484,                0.92257,                0.66131,                 1.0528,                0.72607,                0.97746,              0.0001388,              0.0001388,              0.0001388
                    190,                0.43792,                0.31495,                0.87166,                0.90961,                0.85484,                0.92218,                0.66151,                 1.0449,                0.71321,                0.98015,              0.0001289,              0.0001289,              0.0001289
                    191,                0.43815,                0.30598,                0.84605,                0.91335,                0.87097,                0.92293,                0.66073,                 1.0246,                0.67875,                0.95617,               0.000119,               0.000119,               0.000119
                    192,                0.43175,                 0.3155,                 0.8324,                0.89292,                0.85484,                0.92652,                0.65946,                 1.0294,                0.65337,                0.95928,              0.0001091,              0.0001091,              0.0001091
                    193,                0.43947,                0.34488,                 0.8373,                  0.884,                0.86042,                 0.9265,                0.65596,                 1.0384,                0.67876,                0.96729,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.42204,                0.30361,                0.83993,                  0.901,                0.88079,                0.93956,                0.66157,                 1.0308,                0.68591,                0.96785,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 0.4098,                0.29505,                0.83999,                0.91453,                  0.863,                0.93984,                0.67085,                 1.0084,                0.65867,                0.95814,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 0.4135,                0.29497,                0.83444,                0.93055,                0.86445,                0.93632,                0.66807,                 1.0124,                0.63675,                0.96067,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.41681,                0.29874,                0.83981,                0.91206,                0.85484,                0.92196,                0.66455,                 1.0126,                 0.6351,                0.95924,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.43111,                0.29983,                0.84165,                0.92444,                0.87097,                0.93793,                0.67237,                  1.003,                0.62946,                0.95655,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.41733,                0.29665,                0.83811,                0.92253,                0.87097,                0.93793,                0.66485,                  1.003,                0.63495,                0.95334,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.41737,                0.29525,                0.84059,                0.92137,                0.87097,                0.93797,                0.66092,                 1.0087,                0.63353,                 0.9517,               2.99e-05,               2.99e-05,               2.99e-05
